6000000 0.05
-0.936471 0.15208 0.282511
-0.837821 0.150265 0.22972
-1.15522 0.15001 0.696044
-0.941251 0.158796 0.492441
-0.946123 0.157148 0.526689
-1.43378 0.150397 0.937118
-0.946201 0.157122 0.527039
-1.43378 0.150397 0.937118
-0.562371 0.14818 1.0226
-1.44444 0.15001 1.06305
-1.4852 0.15001 1.05725
-1.48756 0.150288 1.07769
-1.48813 0.158228 1.23605
-1.48731 0.150288 1.07768
-1.48813 0.158228 1.23605
-0.984137 0.150589 1.28054
-1.47181 0.154461 1.56489
-1.45603 0.15027 1.36493
-1.44289 0.149848 1.35142
-1.47302 0.149448 1.52267
-1.44278 0.150422 1.35125
-1.47302 0.149448 1.52267
-0.642813 0.143782 1.50687
-1.44984 0.150165 1.7498
-1.522 0.150247 1.65232
-1.49238 0.149972 1.62559
-1.44226 0.150933 1.71353
-1.49208 0.149992 1.62536
-1.44226 0.150933 1.71353
-0.562423 0.154624 1.60289
-1.50579 0.15001 2.18164
-1.37885 0.148294 1.81302
-1.33434 0.147109 1.77947
-1.09737 0.149389 1.80256
-1.33395 0.147103 1.77925
-1.09737 0.149389 1.80256
-0.630968 0.149018 1.77002
-1.46983 0.155261 2.33524
-1.22439 0.150195 1.97513
-1.13033 0.149888 1.90672
-1.36036 0.156141 2.20472
-1.12948 0.149885 1.90633
-1.36036 0.156141 2.20472
-0.896943 0.14721 2.21806
-1.44579 0.150197 2.41053
-1.45886 0.149777 2.34252
-1.44049 0.150118 2.32395
-1.3898 0.1497 2.37959
-1.44033 0.150157 2.32386
-1.3898 0.1497 2.37959
-0.688461 0.148117 2.33825
-1.47515 0.149813 2.51969
-1.36472 0.150639 2.45153
-1.35106 0.150289 2.44332
-1.34702 0.150483 2.52022
-1.35097 0.150289 2.44329
-1.34702 0.150483 2.52022
-1.09921 0.152619 2.56957
-1.56748 0.153783 2.6742
-1.48318 0.152767 2.63949
-1.41057 0.155756 2.58988
-1.53221 0.150713 2.71886
-1.41042 0.155747 2.58978
-1.53221 0.150713 2.71886
-0.952068 0.150196 2.70778
-1.57274 0.151102 2.80729
-1.41981 0.157945 2.81459
-1.43293 0.158098 2.79907
-1.29796 0.162421 2.79584
-1.43295 0.158097 2.79905
-0.91685 0.155038 0.285868
-0.895067 0.150628 0.263067
-1.05673 0.158137 0.53114
-0.942718 0.157621 0.420648
-0.941251 0.158796 0.492441
-1.44717 0.15001 0.875068
-0.942436 0.164659 0.44171
-1.44717 0.15001 0.875068
-1.08707 0.152376 1.0079
-1.46063 0.164853 0.963464
-1.48276 0.15001 0.976126
-1.4852 0.15001 1.05725
-1.47514 0.15001 1.24358
-1.47774 0.15001 1.00212
-1.47514 0.15001 1.24358
-1.23127 0.15454 1.24334
-1.47987 0.150624 1.58551
-1.43972 0.154683 1.41759
-1.45603 0.15027 1.36493
-1.51188 0.150269 1.56116
-1.45197 0.15001 1.39836
-1.51188 0.150269 1.56116
-1.04106 0.148156 1.48058
-1.45614 0.150259 1.98598
-1.51148 0.15001 1.70545
-1.522 0.150247 1.65232
-1.46273 0.150199 1.75118
-1.51227 0.15001 1.69225
-1.46273 0.150199 1.75118
-0.748133 0.147752 1.64522
-1.49571 0.15001 2.25195
-1.4641 0.150258 1.97717
-1.37885 0.148294 1.81302
-1.32334 0.149753 1.93361
-1.40595 0.149968 1.89735
-1.32334 0.149753 1.93361
-0.781476 0.143562 1.81078
-1.46059 0.158384 2.37024
-1.51763 0.15001 2.25751
-1.22439 0.150195 1.97513
-1.51782 0.150395 2.30532
-1.4421 0.153205 2.16498
-1.51782 0.150395 2.30532
-1.10266 0.150057 2.2822
-1.38762 0.154797 2.50688
-1.46466 0.150545 2.37895
-1.45886 0.149777 2.34252
-1.41206 0.150597 2.39657
-1.46561 0.150303 2.36954
-1.41206 0.150597 2.39657
-0.944381 0.147804 2.40754
-1.54185 0.150299 2.57826
-1.40735 0.150247 2.47094
-1.36472 0.150639 2.45153
-1.40281 0.150668 2.53306
-1.39461 0.150253 2.46616
-1.40281 0.150668 2.53306
-1.22856 0.16064 2.60469
-1.57338 0.156477 2.69439
