1000 0.1
-2.75675 0.150303 -2.77858
-2.58722 0.150334 -2.70404
-2.75675 0.150303 -2.77858
-2.75675 0.150303 -2.77858
-2.75675 0.150303 -2.77858
-2.6546 0.150334 -2.66693
-2.75675 0.150303 -2.77858
-2.6546 0.150334 -2.66693
-2.68893 0.150335 -2.69957
-2.70045 0.150302 -2.69039
-2.42166 0.150335 -2.31477
-2.40188 0.150335 -2.31423
-2.47998 0.150335 -2.29205
-2.40155 0.150335 -2.31423
-2.47998 0.150335 -2.29205
-2.40799 0.150335 -2.31446
-2.76061 0.150335 -2.08004
-2.47923 0.150335 -2.30608
-2.48144 0.150335 -2.30483
-2.46755 0.150335 -2.30801
-2.48139 0.150335 -2.30489
-2.46755 0.150335 -2.30801
-2.45682 0.150335 -2.30776
-2.84272 0.150332 -0.0978139
-2.82445 0.150335 -2.02843
-2.78114 0.150335 -2.0672
-2.77084 0.150335 -1.30414
-2.78094 0.150335 -2.06734
-2.77084 0.150335 -1.30414
-2.68994 0.150335 -2.12013
-2.80444 0.150336 1.93075
-2.85006 0.150329 -0.0575157
-2.83787 0.150336 -0.398171
-2.83746 0.150336 -0.406383
-2.83758 0.150336 -0.404162
-2.83746 0.150336 -0.406383
-2.78982 0.150335 -2.06082
-2.75731 0.150299 2.16866
-2.84443 0.187888 -0.318263
-2.82583 0.15994 0.491994
-2.74355 0.150299 2.15211
-2.82581 0.159926 0.493026
-2.74355 0.150299 2.15211
-2.82717 0.159996 0.460572
-2.81048 0.149773 1.60436
-2.811 0.150336 1.91886
-2.75732 0.150299 2.16866
-2.75731 0.150299 2.16865
-2.75732 0.150299 2.16866
-2.75731 0.150299 2.16865
-2.84914 0.184787 -0.20015
-2.85036 0.169058 0.06499
-2.83281 0.15033 1.87782
-2.73382 0.150299 2.13424
-2.82695 0.150075 1.66007
-2.73409 0.150299 2.13498
-2.82695 0.150075 1.66007
-2.74202 0.150336 2.07434
-2.75733 0.150299 2.16868
-2.73493 0.150336 2.09244
-2.74759 0.150336 2.06057
-2.75731 0.150299 2.16866
-2.74755 0.150336 2.06065
-2.75731 0.150299 2.16866
-2.85206 0.150346 1.8059
-2.75733 0.150299 2.16867
-2.7551 0.150299 2.16611
-2.75733 0.150299 2.16867
-2.75734 0.150299 2.16869
-2.75733 0.150299 2.16867
-2.75675 0.150303 -2.77858
-2.65554 0.150335 -2.72308
-2.75675 0.150303 -2.77858
-2.75675 0.150303 -2.77858
-2.75675 0.150303 -2.77858
-2.69164 0.150335 -2.69938
-2.75675 0.150303 -2.77858
-2.69164 0.150335 -2.69938
-2.70001 0.150302 -2.69706
-2.67941 0.150335 -2.70606
-2.70363 0.1503 -2.68337
-2.42166 0.150335 -2.31477
-2.42485 0.150335 -2.31488
-2.50717 0.150335 -2.28177
-2.42485 0.150335 -2.31488
-2.74045 0.150303 -2.61288
